user_id,signup_date,platform,acquisition_channel,is_internal
U000515,2026-04-16,android,organic,false
U000516,2025-12-14,android,organic,false
U000517,2025-10-24,ios,organic,false
U000518,2025-11-21,android,organic,false
U000519,2026-02-25,ios,referral,false
U000520,2025-10-07,ios,organic,false
U000521,2025-11-25,android,organic,false
U000522,2025-09-27,android,organic,false
U000523,2025-12-23,android,organic,false
U000524,2026-03-28,ios,referral,false
U000525,2025-11-26,ios,organic,false
U000526,2026-02-23,android,organic,false
U000527,2026-03-28,ios,paid_social,false
U000528,2025-09-13,ios,paid_social,false
U000529,2026-04-07,android,organic,false
U000530,2025-09-22,android,organic,false
U000531,2025-12-29,android,referral,false
U000532,2025-11-01,ios,referral,false
U000533,2025-12-10,ios,paid_social,false
U000534,2025-09-07,android,organic,false
U000535,2025-12-02,ios,organic,false
U000536,2025-09-21,android,paid_social,false
U000537,2026-03-27,android,paid_social,false
U000538,2025-11-27,android,paid_social,false
U000539,2025-09-18,ios,organic,false
U000540,2025-09-18,android,organic,false
U000541,2025-10-22,ios,organic,false
U000542,2025-10-22,android,press,false
U000543,2025-09-14,ios,organic,false
U000544,2025-10-23,android,organic,false
U000545,2025-12-24,android,paid_social,false
U000546,2025-12-12,android,organic,false
U000547,2026-01-06,android,paid_social,false
U000548,2025-09-19,ios,organic,false
U000549,2025-10-07,android,press,false
U000550,2025-11-06,android,organic,false
U000551,2025-09-06,ios,referral,false
U000552,2025-09-16,ios,referral,false
U000553,2025-09-15,android,paid_social,false
U000554,2025-11-25,android,referral,false
U000555,2026-05-20,android,organic,false
U000556,2026-04-01,ios,organic,false
U000557,2026-05-06,android,organic,false
U000558,2026-05-17,android,referral,false
U000559,2026-02-10,android,paid_social,false
U000560,2026-03-19,android,paid_social,false
U000561,2025-12-16,android,paid_social,false
U000562,2025-09-04,android,organic,false
U000563,2025-11-25,ios,organic,false
U000564,2025-09-23,ios,paid_social,false
U000565,2025-11-20,ios,paid_social,false
U000566,2025-09-24,ios,paid_social,false
U000567,2026-03-31,ios,organic,false
U000568,2025-10-29,android,paid_social,false
U000569,2026-01-04,android,organic,false
U000570,2025-11-22,android,paid_social,false
U000571,2026-05-28,android,organic,false
U000572,2025-12-28,ios,organic,false
U000573,2026-03-30,android,paid_social,false
U000574,2025-12-06,ios,paid_social,false
U000575,2026-03-13,ios,organic,false
U000576,2026-05-19,ios,referral,false
U000577,2025-09-06,android,organic,false
U000578,2025-09-25,ios,press,false
U000579,2026-03-05,ios,referral,false
U000580,2026-01-27,android,organic,false
U000581,2026-05-27,android,organic,false
U000582,2026-03-27,android,paid_social,false
U000583,2026-04-13,android,paid_social,false
U000584,2026-05-12,android,organic,false
U000585,2025-10-28,android,referral,false
U000586,2025-10-28,ios,press,false
U000587,2025-09-01,android,organic,false
U000588,2026-04-01,android,organic,false
U000589,2025-10-03,android,organic,false
U000590,2026-01-05,android,organic,false
U000591,2025-10-19,android,press,false
U000592,2025-09-22,android,press,false
U000593,2026-04-28,ios,referral,false
U000594,2025-12-03,android,paid_social,false
U000595,2026-03-04,ios,paid_social,false
U000596,2026-02-14,android,organic,false
U000597,2025-12-12,android,organic,false
U000598,2026-01-24,ios,paid_social,false
U000599,2026-02-16,android,referral,false
U000600,2026-02-02,ios,paid_social,false
U000601,2025-09-23,ios,organic,false
U000602,2026-05-27,ios,organic,false
U000603,2026-03-15,android,referral,false
U000604,2025-11-05,android,paid_social,false
U000605,2025-10-19,ios,paid_social,false
U000606,2026-05-11,android,organic,false
U000607,2026-03-27,android,organic,false
U000608,2026-03-02,ios,press,false
U000609,2025-09-08,android,referral,false
U000610,2026-02-27,ios,organic,false
U000611,2026-05-18,ios,referral,false
U000612,2025-11-25,android,organic,false
U000613,2026-02-16,ios,organic,false
U000614,2025-09-05,ios,organic,false
U000615,2025-10-28,ios,paid_social,false
U000616,2025-10-26,ios,paid_social,false
U000617,2025-10-02,android,referral,false
U000618,2025-10-10,android,organic,false
U000619,2026-03-31,ios,organic,false
U000620,2025-10-31,ios,organic,false
U000621,2026-02-08,android,paid_social,false
U000622,2026-05-16,android,organic,false
U000623,2025-09-23,ios,paid_social,false
U000624,2026-05-24,android,organic,false
U000625,2025-11-14,ios,organic,false
U000626,2026-01-18,android,press,false
U000627,2025-12-22,android,press,false
U000628,2026-05-28,android,referral,false
U000629,2025-12-18,android,paid_social,false
U000630,2025-09-22,ios,press,false
U000631,2026-02-09,android,press,false
U000632,2025-12-29,android,referral,false
U000633,2025-09-26,android,referral,false
U000634,2025-12-22,android,organic,false
U000635,2026-04-09,ios,organic,false
U000636,2025-12-10,ios,referral,false
U000637,2026-01-04,ios,referral,false
U000638,2026-01-13,android,paid_social,false
U000639,2026-01-17,android,paid_social,false
U000640,2026-04-20,android,organic,false
U000641,2025-12-09,android,referral,false
U000642,2025-11-21,android,paid_social,false
U000643,2025-12-24,ios,referral,false
U000644,2025-12-31,ios,paid_social,false
U000645,2026-04-05,ios,organic,false
U000646,2025-09-02,ios,organic,false
U000647,2025-10-04,ios,organic,false
U000648,2025-11-09,android,paid_social,false
U000649,2026-04-02,ios,organic,false
U000650,2025-12-15,android,paid_social,false
U000651,2025-12-03,ios,organic,false
U000652,2025-09-04,android,paid_social,false
U000653,2026-01-18,ios,organic,false
U000654,2025-11-18,ios,organic,false
U000655,2026-05-16,android,organic,false
U000656,2026-04-04,android,organic,false
U000657,2026-04-03,android,press,false
U000658,2026-02-01,ios,organic,false
U000659,2026-03-01,android,paid_social,false
U000660,2026-05-08,ios,press,false
U000661,2026-03-26,android,referral,false
U000662,2025-09-26,android,organic,false
U000663,2025-10-21,ios,organic,false
U000664,2026-02-14,android,organic,false
U000665,2025-10-27,android,paid_social,false
U000666,2026-01-20,ios,referral,false
U000667,2026-01-17,ios,organic,false
U000668,2025-11-11,android,organic,false
U000669,2026-01-17,ios,paid_social,false
U000670,2025-12-28,ios,organic,false
U000671,2026-03-21,android,paid_social,false
U000672,2025-12-25,android,paid_social,false
U000673,2026-05-02,android,referral,false
U000674,2025-09-09,ios,paid_social,false
U000675,2025-12-23,android,referral,false
U000676,2026-01-13,android,press,false
U000677,2025-12-13,android,referral,false
U000678,2025-11-07,android,paid_social,false
U000679,2025-11-14,ios,organic,false
U000680,2025-12-10,android,paid_social,false
U000681,2026-05-20,ios,paid_social,false
U000682,2026-02-06,android,organic,false
U000683,2026-05-12,android,organic,false
U000684,2026-02-05,ios,organic,false
U000685,2026-04-27,ios,paid_social,false
U000686,2025-10-18,android,organic,false
U000687,2026-02-11,ios,organic,false
U000688,2026-03-10,ios,organic,false
U000689,2025-11-29,ios,paid_social,false
U000690,2026-01-10,ios,press,false
U000691,2025-10-30,android,paid_social,false
U000692,2026-03-07,android,paid_social,false
U000693,2025-10-23,ios,organic,false
U000694,2026-04-29,ios,referral,false
U000695,2026-01-14,ios,paid_social,false
U000696,2026-01-15,android,organic,false
U000697,2026-03-04,ios,paid_social,false
U000698,2026-05-12,android,paid_social,false
U000699,2025-12-21,ios,referral,false
U000700,2025-09-12,android,organic,false
U000701,2026-01-10,ios,paid_social,false
U000702,2025-10-10,ios,organic,false
U000703,2026-01-29,ios,organic,false
U000704,2025-09-08,android,organic,false
U000705,2026-05-05,ios,referral,false
U000706,2026-05-10,android,paid_social,false
U000707,2026-01-13,ios,organic,false
U000708,2025-10-18,android,referral,false
U000709,2026-03-01,ios,referral,false
U000710,2026-02-26,android,organic,false
U000711,2026-05-16,ios,organic,false
U000712,2026-04-10,ios,press,false
U000713,2026-04-11,android,organic,false
U000714,2026-04-06,ios,referral,false
U000715,2026-01-21,ios,organic,false
U000716,2026-04-14,ios,organic,false
U000717,2026-02-08,ios,paid_social,false
U000718,2026-04-13,android,organic,false
U000719,2026-03-11,android,organic,false
U000720,2026-02-17,android,organic,false
U000721,2026-02-20,android,organic,false
U000722,2025-10-08,android,paid_social,false
U000723,2026-03-05,android,organic,false
U000724,2026-05-20,android,referral,false
U000725,2026-03-17,android,organic,false
U000726,2026-02-16,android,organic,false
U000727,2026-03-01,android,organic,false
U000728,2026-02-13,android,press,false
U000729,2026-01-28,ios,organic,false
U000730,2026-04-25,android,organic,false
U000731,2026-02-25,android,organic,false
U000732,2026-03-28,ios,organic,false
U000733,2026-02-14,android,organic,false
U000734,2026-04-13,android,paid_social,false
U000735,2026-01-12,android,organic,false
U000736,2025-09-12,android,organic,false
U000737,2026-02-02,android,organic,false
U000738,2026-02-08,android,organic,false
